,image,participant,category,question,answer,unanswerable,orig_study,context_justification,reactionTime
94,images/science_journals/4.png,-N_KMMIKtVPDAOM5JLiP,news,Is the boat a commercial fisherman or a boat out for pleasure?,"Because of the cage (maybe a trap) being lifted out of the water, I believe this boat is that of a commercial fisherman.",False,imgversion,Maybe there is an article about whatever it is this boat does.,14.819783333333334
95,images/science_journals/2.png,-N_KMMIKtVPDAOM5JLiP,science_journals,Where are these people located?,"These people are located in the water of a lake. The reason I think it's a lake is that you can see trees in the background.  If it was the ocean, those trees would not be there. They are standing in the water.",False,textversion,These people may be scientists that discovered something while on a dive.,14.819783333333334
96,images/travel/4.png,-N_KMMIKtVPDAOM5JLiP,social_media,Is this an ad for a very specific skiing community? ,"This may be an ad for a specific skiing community, though I don't know which one.  It appears the skier is on a mountain range that has very mountains stretching out a good distance.",False,textversion,This may be a travel ad promoting a ski adventure.,14.819783333333334
97,images/social_media/1.png,-N_KMMIKtVPDAOM5JLiP,shopping,is it sunny,There is a person leaning up against a wall. He's wearing cream colored casual pants with a grey hoody sweatshirt and a jacket. He has some kind of messenger bag that he's wearing across his chest. ,False,imgversion,This might appear on a shopping website to promote a clothing line.,14.819783333333334
98,images/health/2.png,-N_KMMIKtVPDAOM5JLiP,travel,Are there waterfalls in the mountains?,There is a person running up a rocky hill. In the background there is a small lake that is surrounded by snowcapped mountains.  The man appears to be running up a rather steep incline. ,False,textversion,I would guess that this appears on a travel website in order to lure people into going to this area to do some outdoor adventuring.,14.819783333333334
99,images/science_journals/1.png,-N_KMMIKtVPDAOM5JLiP,health,Are there people around?,The photo shows a lot of people standing in what looks to be maybe a mound formed by a collapsed building. The area looks to be full of rubble.,False,imgversion,I don't really know why this would be shown on a health website unless there's an article about a group going in to provide food and shelter for victims of whatever happened here. ,14.819783333333334
100,images/health/3.png,-N_KP8LrQ0NyjVU7kNqW,health,What is the person doing that promotes a healthier lifestyle?,Exercising/Stretching,False,textversion,Because she looks like a healthy woman,3.3053166666666667
101,images/science_journals/3.png,-N_KP8LrQ0NyjVU7kNqW,science_journals,How large is the music hall and where are the plants in it?,Looks like a theater ,False,textversion,Because it has a lot of plants in the picture,3.3053166666666667
102,images/science_journals/2.png,-N_KP8LrQ0NyjVU7kNqW,travel,Where are they?,Ocean vacation,False,imgversion,Becasue they are in wetsuits and/or diving gear,3.3053166666666667
103,images/travel/4.png,-N_KP8LrQ0NyjVU7kNqW,social_media,Is this an ad for a very specific skiing community? ,"No, it's just something on social media",False,textversion,Because it will make people want to ski,3.3053166666666667
104,images/shopping/7.png,-N_KP8LrQ0NyjVU7kNqW,shopping,What type of neck style is on the t-shirt,Crew neck shirt,False,textversion,Because they are trying to sell clothes,3.3053166666666667
105,images/travel/7.png,-N_KP8LrQ0NyjVU7kNqW,news,Is the alley clean?,No it is not but some call it art,False,imgversion,It is trying to show the realities of street life,3.3053166666666667
106,images/news_journals/4.png,-N_KQTv7v3Ohg9lePNF5,news,What type of seal is shown?,I don't know what kind of seal it is. It is a seal though.,False,textversion,To show the situation in the arctic,9.4853
107,images/science_journals/2.png,-N_KQTv7v3Ohg9lePNF5,social_media,where are they?,They are in the ocean for a photoshoot,False,textversion,Swimsuit ad probably from surfers.,9.4853
108,images/health/5.png,-N_KQTv7v3Ohg9lePNF5,health,Does she look like she is having fun?,Yea she's out having the time of her life.,False,imgversion,To show that when you are healthy you are happy,9.4853
109,images/science_journals/5.png,-N_KQTv7v3Ohg9lePNF5,science_journals,What does the environment around them look like?,They are out fly fishing on a high tide river,False,imgversion,I'm not sure but maybe its an ad for a fishing gear company,9.4853
110,images/shopping/7.png,-N_KQTv7v3Ohg9lePNF5,shopping,What type of neck style is on the t-shirt,Crew style or regular. I just call it regular if it isn't a V neck or turtle neck.,False,textversion,To show that they got shirts for big men as well,9.4853
111,images/travel/5.png,-N_KQTv7v3Ohg9lePNF5,travel,Where is she going?,I don't know it doesn't show in the photo,True,imgversion,To motivate black women to travel? I'm not sure,9.4853
112,images/social_media/1.png,-N_KRMGf62ueTRf0pS_C,shopping,What kind of clothing,street wear,False,imgversion,I would think this is a trendy fashion site for clothing appealing towards the young demographic,13.034966666666667
113,images/travel/6.png,-N_KRMGf62ueTRf0pS_C,health,Are they cooked? ,It looks like a pasta based soup that is cooked ,False,imgversion,looks like food from a blog eating site,13.034966666666667
114,images/science_journals/2.png,-N_KRMGf62ueTRf0pS_C,science_journals,why they picture was made?,they are posing for a online science photo,False,imgversion,intrigued and curious what it is about ,13.034966666666667
115,images/shopping/3.png,-N_KRMGf62ueTRf0pS_C,social_media,What's the man near?,sitting on a rock posing by the lake,False,textversion,posing outdoors makes you stand out more,13.034966666666667
116,images/travel/7.png,-N_KRMGf62ueTRf0pS_C,news,Are there people in the alley?,kind of in an alley. Filled with books,False,textversion,because the artwork and photo looks very unique and will appeal to the normal person's view,13.034966666666667
117,images/science_journals/4.png,-N_KRMGf62ueTRf0pS_C,travel,Where is the boat?,the boat is in the ocean,False,textversion,to get viewers to see what they caught on the boat,13.034966666666667
118,images/health/7.png,-N_KSON9lVCTApfoGujH,health,Is the photo an ad for workout gear?,It appears to be an ad for gear yes,True,textversion,To motivate people on what they can achieve,17.49365
119,images/travel/7.png,-N_KSON9lVCTApfoGujH,news,Is the alley clean?,no its cluttered and has lots of old books,False,imgversion,to accompany an article about an old bookstore that was discovered,17.49365
120,images/science_journals/5.png,-N_KSON9lVCTApfoGujH,travel,Do they look like they're having fun?,yes they are fishing and catching big ones,False,textversion,To make people motivated to book a trip,17.49365
121,images/health/3.png,-N_KSON9lVCTApfoGujH,shopping,What's the website name,,True,textversion,I dont know other than maybe to sell workout clothes,17.49365
122,images/shopping/3.png,-N_KSON9lVCTApfoGujH,social_media,Why is he there?,He is Scottish and this is his home he is taking a selfie,False,textversion,A person you know has posted a relaxing selfie,17.49365
123,images/science_journals/7.png,-N_KSON9lVCTApfoGujH,science_journals,Is it night or day time?,Its daytime.,False,imgversion,I dont know this dosent seem to fit with a science magazine.,17.49365
124,images/shopping/3.png,-N_KVtDflME-EtgH6sqp,social_media,What's the man near?,the man is near a water stream,False,textversion,outdoor enjoyment for tourists,7.09345
125,images/science_journals/4.png,-N_KVtDflME-EtgH6sqp,news,Where are some good places to go eat crab in New Orleans?,,True,textversion,the boat is displaying a website about something under water,7.09345
126,images/health/6.png,-N_KVtDflME-EtgH6sqp,health,What kinds of foods are in the bowls?,"blueberries, almonds, chia seeds, oatmeal",False,imgversion,"plant based diet ingredients with fruit, nuts, and vegetables",7.09345
127,images/travel/5.png,-N_KVtDflME-EtgH6sqp,shopping,Where is this street?,it does not look like a street but it looks like a shopping district,False,textversion,the focus is a traveler who is pulling a piece of luggage,7.09345
128,images/travel/2.png,-N_KVtDflME-EtgH6sqp,travel,"What would a vacation that involves scuba diving look like?
",vibrant pictures underwater of things like coral reefs,False,textversion,under water scuba diving adventure,7.09345
129,images/health/2.png,-N_KWduJxmOby9Vw7VMz,travel,Are there waterfalls in the mountains?,"I don’t see waterfalls, but there is a very large lake in the mountains.",False,textversion,Because it shows beautiful mountain and lake scenery,9.88045
130,images/health/3.png,-N_KWduJxmOby9Vw7VMz,shopping,what style is the top,It’s a light pink cropped sports bra style top.,False,imgversion,It’s selling fitness clothing to women,9.88045
131,images/shopping/6.png,-N_KWduJxmOby9Vw7VMz,social_media,Who is this person in the photo?,"It’s a snowboarder holding the snowboard, wearing blue pants and a green camo top, and looking out over the snow.",False,textversion,"Maybe it’s someone looking out, to spot someone they know! ",9.88045
132,images/health/1.png,-N_KWduJxmOby9Vw7VMz,health,is the woman alright?,"I think she may be diabetic, but she looks well, the nurse looks to be checking her blood sugar level. ",False,imgversion,Because it shows a nurse with a patient,9.88045
133,images/news_journals/34.png,-N_KWduJxmOby9Vw7VMz,news,What is she wearing? ,"She’s wearing a black jacket, and a black and white patterend dress.",False,imgversion,Maybe the lady is the subject of a news article. ,9.88045
134,images/science_journals/4.png,-N_KWduJxmOby9Vw7VMz,science_journals,How large is the boat?,"It’s a fishing boat, but not that large, it has a small cabin at the front. I would say room for maybe 4/5 people to work on it. ",False,imgversion,Because its an article about marine or sciences involved with the sea. ,9.88045
135,images/travel/7.png,-N_KWyexnqHd5jy9GDHA,news,what happened here?,A secret room was discovered.,False,textversion,There is a story about a room filled with old artifacts.,9.74005
136,images/science_journals/7.png,-N_KWyexnqHd5jy9GDHA,science_journals,Where is the street sign located? ,On the corner of the The Outsiders and Curtis Brothers lane,False,textversion,There was some sort of scientific phenomena that happened at the house.,9.74005
137,images/science_journals/4.png,-N_KWyexnqHd5jy9GDHA,travel,Where is this location?,An undisclosed location in the ocean,False,textversion,It's a story about an experience would could have while travelling,9.74005
138,images/shopping/6.png,-N_KWyexnqHd5jy9GDHA,social_media,Is he doing something related to social media?,He's striking a pose for a social media post,False,imgversion,Someone was relaying their exciting snowboarding experience,9.74005
139,images/health/5.png,-N_KWyexnqHd5jy9GDHA,health,Does she look like she is having fun?,She is most definitely having fun ,False,imgversion,It's displaying people exercising that live a healthy lifestyle.,9.74005
140,images/shopping/5.png,-N_KWyexnqHd5jy9GDHA,shopping,What does the vases look like?,The vases look like men with hats,False,imgversion,There are rare ornate vases and plates for sale,9.74005
141,images/science_journals/3.png,-N_KX1EQpPXlok-HNETI,science_journals,Does this happen with all plants?,,True,textversion,There are plants involved in it.,9.756433333333334
142,images/health/1.png,-N_KX1EQpPXlok-HNETI,health,is the woman alright?,He is checking to make sure she is fine.,False,imgversion,It shows a health professional helping someone.,9.756433333333334
143,images/shopping/6.png,-N_KX1EQpPXlok-HNETI,shopping,"What does the site sell that relates to what the photo shows (is it an outdoor retailer, a travel agent etc.)?",It is outdoor snow wear by a retailer specializing in outdoor wear.,False,textversion,It is showing the type of product they sell.,9.756433333333334
144,images/shopping/4.png,-N_KX1EQpPXlok-HNETI,social_media,Are there any people in this picture?,There are no people in the picture.,False,textversion,It is showing the type of environment the social media website is in.,9.756433333333334
145,images/health/2.png,-N_KX1EQpPXlok-HNETI,travel,What kind of mountain is she running on?,,True,imgversion,It has a woman traveling up a mountain.,9.756433333333334
146,images/news_journals/15.png,-N_KX1EQpPXlok-HNETI,news,Why is she dancing?,,True,textversion,It's possibly about an Indian-related show or performance.,9.756433333333334
147,images/health/1.png,-N_KX90_lApf3wtLgDCM,health,is the woman alright?,She is recieving assistance from someone with her meds so that she can stay at optimal health.,False,imgversion,Emphasizing the importance of caregivers.,7.776716666666666
148,images/shopping/3.png,-N_KX90_lApf3wtLgDCM,social_media,Why is he there?,He is visiting the homeland of those who cam before him.,False,textversion,It's about connecting with your ancestrial roots.,7.776716666666666
149,images/news_journals/15.png,-N_KX90_lApf3wtLgDCM,news,What is she doing?,A ceremonial Indian dance is being performed befo0re an American audience.,False,imgversion,A popular dance troop from India performing in the US,7.776716666666666
