,Unnamed: 0,image,image_cat_score,category,description,question,context_justification,reactionTime
81,81.0,images/social_media/7.png,16.5,social_media,a man in a black shirt standing in front of,Are you at your house?,Because he is doing something outside,11.98775
82,82.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,Are you a model for this website?,Because they are modeling the shirt,11.98775
83,83.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,Do you own that shirt?,Because they are modeling the shirt,11.98775
84,84.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,Are they modeling for the website,Because they are modeling for the travel website,11.98775
85,85.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,What are they doing in wetsuits,Because they are modeling for the travel website,11.98775
86,86.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,Where is this building located?,Because the health website is reporting on news of the building being desttroyed,11.98775
87,87.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,How did this building get destroyed?,Because the health website is reporting on news of the building being desttroyed,11.98775
88,88.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Why are these men standing at the wall?,Because the website has something to do with immigration and the men standing at the wall are trying to immigrate,11.98775
89,89.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Where is this wall located?,Because the website has something to do with immigration and the men standing at the wall are trying to immigrate,11.98775
90,90.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,what happened in india,Because of floods or some other event in india,4.6376666669999995
91,91.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,is there a indian festival?,Because of floods or some other event in india,4.6376666669999995
92,92.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,What destination are they at?,Because they are advertising a destination with good diving,4.6376666669999995
93,93.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,How much does it cost to go?,Because they are advertising a destination with good diving,4.6376666669999995
94,94.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,What is wrong with seals at this time?,Because they are talking about conserving seal populations,4.6376666669999995
95,95.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,What is the decline of seals like?,Because they are talking about conserving seal populations,4.6376666669999995
96,96.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,Where did they buy this dish?,Because they went to an authentic resturant,4.6376666669999995
97,97.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,Is it good?,Because they went to an authentic resturant,4.6376666669999995
98,98.0,images/travel/5.png,56.5,shopping,a woman walking down a street with her suitcase,What are the best shopping destinations?,Article on the best destinations for shopping,4.6376666669999995
99,99.0,images/travel/5.png,56.5,shopping,a woman walking down a street with her suitcase,Is this article aimed at women or men?,Article on the best destinations for shopping,4.6376666669999995
100,100.0,images/health/7.png,74.75,health,two women in blue sports bras and leggings,Is this routine for guys as well?,Because it talks about womens exercise routines,4.6376666669999995
101,101.0,images/health/7.png,74.75,health,two women in blue sports bras and leggings,What are they selling?,Because it talks about womens exercise routines,4.6376666669999995
102,102.0,images/news_journals/25.png,36.25,news,a group of people sitting at a table,Did these people obtain consent?,Could be an image from a college campus about an article about that college,4.553566667
103,103.0,images/news_journals/25.png,36.25,news,a group of people sitting at a table,Are these people described in the article?,Could be an image from a college campus about an article about that college,4.553566667
104,104.0,images/travel/6.png,51.0,health,a bowl of noodles with vegetables,Is this meal healthy or unhealthy?,perhaps it's a depiction of a healthy meal,4.553566667
105,105.0,images/travel/6.png,51.0,health,a bowl of noodles with vegetables,Will this article give the results of a study on healthy eating?,perhaps it's a depiction of a healthy meal,4.553566667
106,106.0,images/social_media/7.png,16.5,social_media,a man in a black shirt standing in front of,Is this image being posted by the man in the photo?,he is posting himself on his social media account,4.553566667
107,107.0,images/social_media/7.png,16.5,social_media,a man in a black shirt standing in front of,Do I know this man?,he is posting himself on his social media account,4.553566667
108,108.0,images/travel/4.png,90.0,travel,a skier on a mountain,Where is this location?,Advertising a destination to tourists,4.553566667
109,109.0,images/travel/4.png,90.0,travel,a skier on a mountain,What are other activities or sights are this location?,Advertising a destination to tourists,4.553566667
110,110.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,What brand(s) can you shop?,This could be a depiction of a potential shopper,4.553566667
111,111.0,images/shopping/3.png,31.0,shopping,a man with a beard sitting on a rock near,What age group do they cater to?,This could be a depiction of a potential shopper,4.553566667
112,112.0,images/science_journals/4.png,57.33333333,science_journals,a boat with a crab in it,Are crabs endangered?,article about how fishing affects crabs,4.553566667
113,113.0,images/science_journals/4.png,57.33333333,science_journals,a boat with a crab in it,What are the effects of fishing for crabs?,article about how fishing affects crabs,4.553566667
114,114.0,images/travel/4.png,59.0,health,a skier on a mountain,"Is it on the home page, or elsewhere? ",To portray the ideal healthy lifestyle,5.013933333
115,115.0,images/travel/4.png,59.0,health,a skier on a mountain,Does this website encourage healthy living,To portray the ideal healthy lifestyle,5.013933333
116,116.0,images/health/3.png,62.33333333,shopping,a woman in a pink sports bra top,What's the website name,To showcase the items being sold,5.013933333
117,117.0,images/health/3.png,62.33333333,shopping,a woman in a pink sports bra top,Does the website sell sports bras,To showcase the items being sold,5.013933333
118,118.0,images/science_journals/5.png,87.5,travel,people fishing in the river,Are they in fishing gear? ,To showcase an activity to do while traveling,5.013933333
119,119.0,images/science_journals/5.png,87.5,travel,people fishing in the river,Do they look like they're having fun?,To showcase an activity to do while traveling,5.013933333
120,120.0,images/social_media/5.png,62.125,news,the women's soccer team,Which team is it? ,This team accomplished something important,5.013933333
121,121.0,images/social_media/5.png,62.125,news,the women's soccer team,Do they look like they're celebrating? ,This team accomplished something important,5.013933333
122,122.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,What's the man standing in front of,This man made a scientific discovery,5.013933333
123,123.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,Is there a name for the person in the photo? ,This man made a scientific discovery,5.013933333
124,124.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,where is this building located,maybe something to do with community health maybe war?,7.51405
125,125.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,why is it being destroyed,maybe something to do with community health maybe war?,7.51405
126,126.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,who are the players,must be covering soccer in an article,7.51405
127,127.0,images/news_journals/11.png,68.0,news,two soccer players running after the ball,where and what team are they playing,must be covering soccer in an article,7.51405
128,128.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,who is this man,must be someones profile picture ,7.51405
129,129.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,does he know any of my connections,must be someones profile picture ,7.51405
130,130.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,where can one go to view this dance,it is showing the culture of a location to travel to,7.51405
131,131.0,images/news_journals/15.png,82.0,travel,a woman performing an indian dance,why is she dancing,it is showing the culture of a location to travel to,7.51405
132,132.0,images/health/5.png,39.0,health,a woman kiteboarding in the ocean,How old is this woman? ,"The woman is active and participating in a hobby, therefore, healthy. ",4.99615
133,133.0,images/health/5.png,39.0,health,a woman kiteboarding in the ocean,Is she running with kite?,"The woman is active and participating in a hobby, therefore, healthy. ",4.99615
134,134.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,What kind of seal is this?,Seals and beaches are often studied under biological sciences,4.99615
135,135.0,images/news_journals/4.png,65.4,science_journals,a seal on the beach,Are they studying oceanic seals?,Seals and beaches are often studied under biological sciences,4.99615
136,136.0,images/health/3.png,62.33333333,shopping,a woman in a pink sports bra top,How much money is bra?,"Pink sports bras make women feel both feminine, and active/healthy. ",4.99615
137,137.0,images/health/3.png,62.33333333,shopping,a woman in a pink sports bra top,How much support does it offer?,"Pink sports bras make women feel both feminine, and active/healthy. ",4.99615
138,138.0,images/travel/4.png,90.0,travel,a skier on a mountain,Where is this ski lodge?,Travelers often ski on vacations,4.99615
139,139.0,images/travel/4.png,90.0,travel,a skier on a mountain,How much is it to ski there?,Travelers often ski on vacations,4.99615
140,140.0,images/science_journals/4.png,51.66666667,news,a boat with a crab in it,Why is crab in boat?,To tell story of a boating expedition involving crabs,4.99615
141,141.0,images/science_journals/4.png,51.66666667,news,a boat with a crab in it,What did they learn about crabs?,To tell story of a boating expedition involving crabs,4.99615
142,142.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,Where did they surf?,"To show a couple going surfing together, to share a memory",4.99615
143,143.0,images/science_journals/2.png,59.33333333,social_media,a man and woman in wetsuits,Did they have fun?,"To show a couple going surfing together, to share a memory",4.99615
144,144.0,images/shopping/5.png,30.33333333,shopping,a group of vases,What color are the vases?,It is most likely for sale on the website.,10.84198333
145,145.0,images/shopping/5.png,30.33333333,shopping,a group of vases,How many vases are there?,It is most likely for sale on the website.,10.84198333
146,146.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,Do they offer snorkeling or scuba diving?,Its fitting for a travel website,10.84198333
147,147.0,images/science_journals/2.png,77.83333333,travel,a man and woman in wetsuits,I wonder where I could go to do this?,Its fitting for a travel website,10.84198333
148,148.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Why are these guys in front of a wall?,Either a metaphorical image or the wall is located somewhere they found something?,10.84198333
149,149.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Did something happen at this wall?,Either a metaphorical image or the wall is located somewhere they found something?,10.84198333
150,150.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,What is my t shirt size?,I think it is the typical casual look of a man.,10.15386667
151,151.0,images/shopping/7.png,65.4,shopping,a man wearing a white t - shirt,Where I can get the most affordable?,I think it is the typical casual look of a man.,10.15386667
152,152.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,Who is the man in the black shirt?,I think it is a host of a tv show.,10.15386667
153,153.0,images/social_media/7.png,80.5,science_journals,a man in a black shirt standing in front of,What does he do?,I think it is a host of a tv show.,10.15386667
154,154.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,Who is that woman?,She must be someone that made headlines that day.,10.15386667
155,155.0,images/news_journals/15.png,32.0,news,a woman performing an indian dance,Why is she dancing?,She must be someone that made headlines that day.,10.15386667
156,156.0,images/travel/5.png,53.16666667,social_media,a woman walking down a street with her suitcase,Who is that woman?,She probably made headlines that day.,10.15386667
157,157.0,images/travel/5.png,53.16666667,social_media,a woman walking down a street with her suitcase,Why is she carrying a suitcase?,She probably made headlines that day.,10.15386667
158,158.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,Why is the building collapsing?,I think it is a sketchy website.,10.15386667
159,159.0,images/science_journals/1.png,51.5,health,a building that has been destroyed,Does it have to do with someone's health?,I think it is a sketchy website.,10.15386667
160,160.0,images/science_journals/5.png,87.5,travel,people fishing in the river,Where are the people fishing?,It must be a very peaceful location.,10.15386667
161,161.0,images/science_journals/5.png,87.5,travel,people fishing in the river,Where is that fishing place?,It must be a very peaceful location.,10.15386667
162,162.0,images/news_journals/8.png,84.5,news,a man giving a speech,Who is giving the speech?,Speeches are usually news worthy events,9.897166667
163,163.0,images/news_journals/8.png,84.5,news,a man giving a speech,What is the speech about?,Speeches are usually news worthy events,9.897166667
164,164.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Where is this location?,People pose in nature for social medias photos,9.897166667
165,165.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Who is in the picture?,People pose in nature for social medias photos,9.897166667
166,166.0,images/science_journals/4.png,59.0,travel,a boat with a crab in it,Where is this location?,It is likely an article about traveling to ocean/marine locations,9.897166667
167,167.0,images/science_journals/4.png,59.0,travel,a boat with a crab in it,What is the context of the article?,It is likely an article about traveling to ocean/marine locations,9.897166667
168,168.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,What store is it?,Model posing to show off new clothes from the store,9.897166667
169,169.0,images/social_media/1.png,100.0,shopping,a man with dreadlocks wearing a jacket and pants,What color are the clothes?,Model posing to show off new clothes from the store,9.897166667
170,170.0,images/travel/2.png,83.25,science_journals,a scuba diver in the ocean,What is around the scuba diver?,Likely an article about ocean related research,9.897166667
171,171.0,images/travel/2.png,83.25,science_journals,a scuba diver in the ocean,What is the context of the article?,Likely an article about ocean related research,9.897166667
172,172.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,What are they doing?,Likely an article about water-based sports ,9.897166667
173,173.0,images/science_journals/2.png,62.83333333,health,a man and woman in wetsuits,Where are they at?,Likely an article about water-based sports ,9.897166667
174,174.0,images/news_journals/25.png,36.25,news,a group of people sitting at a table,Why are they at the table together?,Maybe they are discussing something pertaining to the workplace.,3.399983333
175,175.0,images/news_journals/25.png,36.25,news,a group of people sitting at a table,What kind of table?,Maybe they are discussing something pertaining to the workplace.,3.399983333
176,176.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,What destination?,To showcase a particular vacation destination,3.399983333
177,177.0,images/shopping/6.png,78.14285714,travel,a snowboarder standing on a snow covered hill,Male or female snowboarder?,To showcase a particular vacation destination,3.399983333
178,178.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,Are the noodles gluten-free?,It could be an advertisement for a noodle brand.,3.399983333
179,179.0,images/travel/6.png,57.0,social_media,a bowl of noodles with vegetables,What kind of noodles are they promoting?,It could be an advertisement for a noodle brand.,3.399983333
180,180.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,Why are the plants in a concert hall?,Maybe to promote the effects of climate change?,3.399983333
181,181.0,images/science_journals/3.png,37.2,science_journals,a concert hall filled with plants,What kind of plants?,Maybe to promote the effects of climate change?,3.399983333
182,182.0,images/health/6.png,93.0,health,various foods that are in bowls,What kinds of foods are they promoting?,To promote healthy eating/living.,3.399983333
183,183.0,images/health/6.png,93.0,health,various foods that are in bowls,Do they follow a particular diet?,To promote healthy eating/living.,3.399983333
184,184.0,images/shopping/5.png,30.33333333,shopping,a group of vases,What do the vases look like?,They are trying to sell the vases.,3.399983333
185,185.0,images/shopping/5.png,30.33333333,shopping,a group of vases,What are they priced at?,They are trying to sell the vases.,3.399983333
186,186.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,Why is she taking a picture of the alley?,There was a crime scene in the alley,5.384983332999999
187,187.0,images/travel/7.png,58.5,news,a woman taking a picture of a narrow alley,Did something happen in the alley?,There was a crime scene in the alley,5.384983332999999
188,188.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Why are the men staring at the wall?,There is something up with the wall,5.384983332999999
189,189.0,images/science_journals/6.png,9.666666667000001,science_journals,a group of men standing in front of a wall,Does the image have any relevance to the article?,There is something up with the wall,5.384983332999999
190,190.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,Where was this picture taken?,They are advertising a travel destination where scuba diving is popular.,5.384983332999999
191,191.0,images/travel/2.png,86.75,travel,a scuba diver in the ocean,Where do I go scuba diving?,They are advertising a travel destination where scuba diving is popular.,5.384983332999999
192,192.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,Why are they showing me this image?,They are trying to show off a famous influencer from the site.,5.384983332999999
193,193.0,images/shopping/6.png,62.14285714,social_media,a snowboarder standing on a snow covered hill,Who is this person in the photo?,They are trying to show off a famous influencer from the site.,5.384983332999999
194,194.0,images/health/1.png,87.75,health,a doctor and an elderly woman,Is the doctor in the photo related to the website?,To show a nice interaction between one of their doctors and a patient.,5.384983332999999
195,195.0,images/health/1.png,87.75,health,a doctor and an elderly woman,Why am I being shown this image?,To show a nice interaction between one of their doctors and a patient.,5.384983332999999
196,196.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,Is this same sweater available for purchase?,To show off one of the sweaters that they are selling.,5.384983332999999
197,197.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,Who is the person in the photo?,To show off one of the sweaters that they are selling.,5.384983332999999
198,198.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Where is this taken,I think that a man posted a picture of himself in nature.,6.206716667
199,199.0,images/shopping/3.png,51.28571429,social_media,a man with a beard sitting on a rock near,Why was he there?,I think that a man posted a picture of himself in nature.,6.206716667
200,200.0,images/science_journals/4.png,57.33333333,science_journals,a boat with a crab in it,What the crab is doing on the boat?,I think an article probably follows the picture.,6.206716667
201,201.0,images/science_journals/4.png,57.33333333,science_journals,a boat with a crab in it,Where is the boat?,I think an article probably follows the picture.,6.206716667
202,202.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,What is the price?,I think it is an advertisement.,6.206716667
203,203.0,images/shopping/2.png,43.0,shopping,a man wearing a sweater,What are the reviews?,I think it is an advertisement.,6.206716667
